pir_state,t_temp,field1,field2,field3,field4,count
0,29,"24.75,24.00,24.50,24.25,24.75,24.25,24.50,24.25,25.75,25.25,24.00,24.50,24.50,24.50,24.75,25.00","25.25,25.00,24.50,25.25,26.00,25.75,24.25,24.75,24.50,24.75,25.00,26.00,27.00,26.25,24.50,25.25","24.25,24.75,24.25,25.25,28.25,25.00,24.00,25.00,25.25,24.75,24.50,24.25,26.00,24.50,24.50,24.50","24.50,24.75,24.00,24.25,24.25,24.25,23.75,24.50,24.75,24.50,25.00,24.25,24.00,24.75,24.25,24.25",1
0,29,"24.75,24.00,24.50,24.25,24.75,24.25,24.50,24.25,25.75,25.25,24.00,24.50,24.50,24.50,24.75,25.00","25.25,25.00,24.50,25.25,26.00,25.75,24.25,24.75,24.50,24.75,25.00,26.00,27.00,26.25,24.50,25.25","24.25,24.75,24.25,25.25,28.25,25.00,24.00,25.00,25.25,24.75,24.50,24.25,26.00,24.50,24.50,24.50","24.50,24.75,24.00,24.25,24.25,24.25,23.75,24.50,24.75,24.50,25.00,24.25,24.00,24.75,24.25,24.25",1
0,29,"24.25,24.25,24.00,23.75,24.25,24.00,24.00,23.75,25.25,25.00,23.75,24.00,24.75,24.50,23.75,25.00","24.75,24.00,24.00,24.75,27.00,26.00,24.25,25.00,24.50,24.25,24.00,24.25,27.75,24.50,23.75,24.50","24.25,24.00,23.75,24.50,24.75,24.25,23.50,24.25,24.50,24.75,23.75,23.50,23.75,24.25,24.00,24.00","24.50,24.50,24.25,23.50,23.50,24.00,23.00,23.75,24.25,24.00,24.25,23.50,24.00,24.50,23.25,23.75",1
0,29,"24.50,24.00,24.25,23.75,24.25,24.25,24.00,24.50,25.50,25.00,24.00,24.25,24.50,25.00,24.00,25.25","24.75,24.25,24.00,24.50,26.50,26.25,24.25,24.75,24.25,24.25,24.50,23.75,25.75,27.00,24.25,24.50","24.00,24.75,24.00,23.75,24.25,24.50,24.25,25.00,24.50,24.50,24.25,23.75,23.50,23.75,24.00,24.25","25.00,24.75,23.75,23.75,23.25,23.75,23.50,24.00,24.25,24.00,24.25,24.00,24.00,24.50,24.25,24.00",1
0,29,"24.50,24.00,24.25,23.75,24.25,24.25,24.00,24.50,25.50,25.00,24.00,24.25,24.50,25.00,24.00,25.25","24.75,24.25,24.00,24.50,26.50,26.25,24.25,24.75,24.25,24.25,24.50,23.75,25.75,27.00,24.25,24.50","24.00,24.75,24.00,23.75,24.25,24.50,24.25,25.00,24.50,24.50,24.25,23.75,23.50,23.75,24.00,24.25","25.00,24.75,23.75,23.75,23.25,23.75,23.50,24.00,24.25,24.00,24.25,24.00,24.00,24.50,24.25,24.00",1
0,29,"24.25,24.00,24.25,23.25,24.25,24.25,24.50,24.00,25.25,25.00,23.75,24.50,24.25,24.50,25.00,24.50","24.75,24.50,24.00,24.75,26.25,27.00,25.00,25.25,24.75,24.50,24.00,23.75,24.25,27.50,24.50,24.50","24.50,24.25,24.25,24.00,23.75,24.25,23.25,24.00,24.75,25.00,24.25,23.75,23.50,24.00,23.75,24.00","24.50,24.50,24.25,24.00,23.00,24.25,23.75,23.50,24.50,23.50,24.75,24.00,23.50,23.75,23.50,23.00",1
0,29,"24.50,24.00,24.75,24.25,24.50,24.25,24.00,23.50,25.25,25.00,24.00,25.00,24.75,24.00,23.75,24.50","24.25,24.00,24.25,26.25,27.00,26.25,24.00,24.50,24.25,24.25,24.50,27.50,27.75,27.25,24.25,24.75","23.75,24.50,24.50,27.00,27.25,26.50,24.25,24.50,24.50,24.75,24.00,25.50,28.75,26.50,23.75,24.25","24.50,24.25,24.00,24.25,26.50,26.50,23.50,24.00,24.00,24.25,24.25,24.25,24.00,25.00,23.75,23.50",1
0,29,"25.00,24.00,24.50,24.50,24.75,24.25,23.75,23.75,25.50,25.50,24.00,25.00,24.50,24.00,24.00,24.75","25.00,24.75,24.50,26.00,26.75,24.00,23.75,25.00,24.50,24.75,24.75,26.50,27.00,25.75,24.00,25.00","24.75,24.75,24.75,26.75,27.50,26.25,24.50,24.50,25.00,25.00,24.00,25.50,27.25,24.75,24.00,24.25","24.25,24.50,24.50,24.25,24.25,24.25,24.00,23.75,24.50,24.00,24.75,24.00,23.75,25.25,23.75,23.75",1
0,29,"24.00,24.50,24.50,24.75,24.50,23.75,24.50,24.25,25.25,25.25,24.50,25.50,24.75,23.50,23.75,25.00","24.25,24.50,25.00,26.75,26.75,24.25,24.00,25.25,24.50,24.75,25.25,27.25,26.75,25.00,23.75,25.00","24.75,24.75,25.00,27.75,27.00,24.50,23.75,24.50,24.50,25.25,24.75,27.50,25.00,24.25,24.50,24.00","24.50,24.75,24.25,24.50,24.25,24.50,23.50,24.00,25.00,24.50,24.25,24.25,24.25,24.75,24.00,23.50",1
1,29,"24.75,24.00,24.00,24.50,24.50,24.25,24.50,24.00,25.50,25.25,23.75,23.75,24.50,24.25,24.50,25.25","25.00,24.25,24.50,24.00,26.00,26.50,24.25,24.50,24.50,24.75,24.75,24.25,26.75,27.25,25.75,25.00","24.75,24.75,24.00,23.75,26.25,27.75,25.75,25.00,25.00,25.00,24.00,23.75,24.00,27.75,25.00,24.25","24.50,25.00,24.00,24.00,24.00,24.50,24.00,24.00,24.75,24.25,24.25,24.00,24.00,24.75,24.25,23.50",1
0,29,"24.50,24.75,24.25,24.00,24.75,24.75,24.00,23.75,25.75,25.50,24.00,24.25,24.50,24.75,24.50,25.00","25.25,24.50,24.50,25.00,27.00,26.50,24.00,24.75,25.00,24.50,24.50,25.25,28.00,27.25,24.50,24.75","24.50,24.25,24.25,26.00,28.00,26.25,23.75,24.50,25.50,24.50,24.50,24.00,28.00,25.00,23.75,24.25","24.25,24.75,24.50,24.25,25.00,24.50,24.25,24.00,24.50,24.25,24.75,24.25,24.50,24.75,24.75,23.50",1
0,29,"24.25,24.25,24.00,24.00,24.50,23.75,24.25,23.50,25.00,25.00,24.00,24.75,24.50,24.00,24.50,24.50","24.50,24.25,25.00,27.00,26.00,24.00,23.75,25.00,24.50,24.75,25.75,28.00,27.00,24.50,24.00,24.00","24.25,24.50,25.00,28.00,27.25,24.25,23.50,24.25,23.75,24.75,24.00,25.75,26.50,24.00,24.00,24.25","24.00,24.75,24.25,23.75,24.25,24.00,23.25,23.75,24.50,24.25,24.50,23.75,24.00,24.50,23.75,23.50",1
0,29,"25.25,24.00,24.75,24.75,24.25,23.50,23.75,23.50,25.50,25.25,24.75,25.00,24.50,23.75,23.50,24.25","25.00,24.50,25.25,26.50,25.00,24.00,23.50,24.50,24.50,25.25,26.00,27.25,26.00,24.25,23.75,24.75","25.25,25.25,26.75,27.50,26.00,24.25,23.50,24.25,25.00,24.75,25.75,28.00,24.50,24.00,23.75,23.75","25.00,25.00,24.50,24.75,23.50,24.00,23.50,23.75,24.25,24.50,24.50,24.25,24.25,24.50,23.75,24.25",1
0,29,"24.50,24.00,24.25,24.50,24.25,24.25,24.25,23.75,25.25,25.00,24.50,24.25,24.50,24.25,24.00,25.00","25.00,24.50,24.25,25.00,26.00,25.25,24.00,25.00,24.75,24.25,24.50,25.25,27.25,26.00,24.00,25.00","24.75,24.25,24.50,26.75,27.75,27.25,24.25,25.00,25.25,25.00,23.75,26.75,26.00,24.75,24.25,24.00","24.50,24.50,24.00,24.75,24.25,24.50,23.75,24.25,25.25,24.50,24.25,24.25,24.00,24.75,24.25,23.50",1
0,29,"24.50,24.00,24.25,24.50,24.25,24.25,24.25,23.75,25.25,25.00,24.50,24.25,24.50,24.25,24.00,25.00","25.00,24.50,24.25,25.00,26.00,25.25,24.00,25.00,24.75,24.25,24.50,25.25,27.25,26.00,24.00,25.00","24.75,24.25,24.50,26.75,27.75,27.25,24.25,25.00,25.25,25.00,23.75,26.75,26.00,24.75,24.25,24.00","24.50,24.50,24.00,24.75,24.25,24.50,23.75,24.25,25.25,24.50,24.25,24.25,24.00,24.75,24.25,23.50",1
0,29,"24.50,24.00,24.25,24.50,24.25,24.25,24.25,23.75,25.25,25.00,24.50,24.25,24.50,24.25,24.00,25.00","25.00,24.50,24.25,25.00,26.00,25.25,24.00,25.00,24.75,24.25,24.50,25.25,27.25,26.00,24.00,25.00","24.75,24.25,24.50,26.75,27.75,27.25,24.25,25.00,25.25,25.00,23.75,26.75,26.00,24.75,24.25,24.00","24.50,24.50,24.00,24.75,24.25,24.50,23.75,24.25,25.25,24.50,24.25,24.25,24.00,24.75,24.25,23.50",1
0,29,"24.50,24.00,24.25,24.50,24.25,24.25,24.25,23.75,25.25,25.00,24.50,24.25,24.50,24.25,24.00,25.00","25.00,24.50,24.25,25.00,26.00,25.25,24.00,25.00,24.75,24.25,24.50,25.25,27.25,26.00,24.00,25.00","24.75,24.25,24.50,26.75,27.75,27.25,24.25,25.00,25.25,25.00,23.75,26.75,26.00,24.75,24.25,24.00","24.50,24.50,24.00,24.75,24.25,24.50,23.75,24.25,25.25,24.50,24.25,24.25,24.00,24.75,24.25,23.50",1
0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
0,29,"24.25,24.25,24.25,24.25,24.75,24.50,23.75,24.00,25.50,25.00,24.25,25.25,24.75,24.75,24.25,25.00","24.75,24.25,24.50,26.25,27.25,25.75,24.50,25.00,24.50,24.50,24.25,25.00,27.50,24.75,24.00,24.50","24.75,24.25,24.00,24.00,24.50,24.50,24.25,24.50,24.50,24.75,24.25,23.75,23.75,24.25,24.50,24.25","24.75,24.50,24.00,23.75,24.25,24.50,24.00,24.50,24.50,24.00,24.50,24.00,24.25,24.75,24.25,24.25",1
0,29,"25.00,24.25,24.00,24.75,24.75,24.25,24.25,23.75,25.25,25.25,24.00,25.50,24.75,24.50,23.50,25.25","24.75,24.25,24.50,26.50,27.00,25.50,23.75,25.00,24.25,25.00,24.25,24.50,27.50,24.75,24.00,24.75","24.50,24.75,23.75,23.75,24.75,24.25,24.25,24.25,25.00,24.75,24.75,24.00,23.75,24.00,24.00,24.00","24.75,25.00,24.00,23.75,23.75,24.00,23.50,23.50,24.75,24.00,24.25,23.75,24.00,24.75,24.25,23.25",1
1,29,"24.50,24.25,24.50,24.75,24.75,24.25,24.75,24.50,25.25,25.50,24.50,25.25,24.75,24.75,23.75,25.00","25.25,24.50,25.25,26.75,26.75,26.00,24.75,24.75,24.50,24.50,24.50,27.75,27.25,25.00,24.00,25.25","25.50,24.25,24.50,27.75,26.50,24.50,24.25,24.75,24.50,25.00,24.25,25.75,26.50,24.50,23.75,24.50","25.00,24.50,24.25,24.50,25.00,24.50,24.00,23.50,25.00,25.00,24.25,24.50,23.75,24.75,23.75,23.75",1
1,29,"25.00,24.50,24.25,24.75,25.00,24.25,24.50,24.25,25.50,25.00,24.50,24.50,25.00,24.50,24.50,25.00","25.00,24.50,24.50,25.75,27.25,25.25,25.50,25.25,24.50,24.50,24.50,27.25,27.50,26.75,24.50,25.25","24.75,24.75,24.00,26.75,27.00,25.50,24.00,25.25,24.50,24.50,24.50,24.75,26.75,25.00,24.00,24.50","24.75,25.00,24.00,24.00,25.00,24.75,23.75,24.50,24.25,24.50,25.25,24.25,24.25,24.75,24.25,24.00",1
0,29,"24.50,24.50,24.75,24.75,24.25,24.50,24.50,24.00,25.00,25.50,24.75,24.25,24.25,24.00,24.50,25.00","25.25,24.50,25.75,26.25,24.25,23.75,24.75,25.25,24.50,25.50,27.25,27.50,25.75,24.50,24.25,24.75","24.75,24.75,26.00,26.75,24.50,25.00,24.25,24.75,25.00,24.50,25.00,26.00,24.25,24.25,24.25,24.75","24.75,24.50,24.25,24.00,23.75,24.75,24.00,23.75,23.75,24.25,24.75,23.75,24.00,24.50,23.75,24.00",1
1,29,"24.50,24.25,24.25,24.00,24.25,24.75,24.00,24.25,25.50,25.50,24.25,24.00,24.00,24.50,24.25,24.75","25.00,24.50,24.25,23.75,25.75,26.25,24.25,25.00,25.25,25.00,24.50,24.50,26.75,27.25,25.50,25.25","24.50,24.75,24.75,24.25,26.50,27.25,25.25,24.50,24.25,24.50,24.50,23.75,24.50,25.00,24.50,24.50","25.00,24.50,24.00,24.25,24.00,24.00,24.00,24.00,24.50,24.25,24.50,24.25,24.00,24.50,24.25,24.25",1
0,29,"25.25,25.00,25.50,25.00,25.25,24.25,24.50,24.25,26.50,26.25,25.50,26.00,24.75,24.25,24.75,25.50","25.75,25.25,27.25,28.00,26.50,24.25,24.75,25.25,25.25,26.00,28.00,28.25,26.00,25.00,24.25,25.25","25.25,25.75,27.50,27.50,25.75,25.25,24.50,24.75,25.25,25.75,26.75,26.50,24.50,25.00,24.75,25.00","25.25,25.25,26.25,27.50,24.75,24.75,24.00,24.50,25.25,25.00,24.75,25.25,24.50,25.50,25.00,24.50",1
1,29,"25.00,24.50,24.50,24.50,25.00,24.00,24.50,24.00,25.75,25.25,24.50,25.00,24.50,24.25,24.50,25.25","25.00,24.25,24.75,26.25,27.25,25.50,24.50,24.75,25.00,25.00,24.50,26.25,27.25,25.25,24.00,24.50","25.00,24.75,25.00,26.25,26.25,24.50,24.25,24.25,25.25,25.00,25.00,25.25,26.50,24.00,24.50,24.00","24.75,24.75,24.25,24.00,24.50,24.75,23.75,23.50,24.25,24.75,24.75,24.50,24.50,24.75,24.75,23.50",1
0,29,"24.75,24.75,24.50,24.75,24.25,24.25,24.25,24.50,25.50,25.50,25.00,25.00,24.50,23.25,24.00,24.75","25.25,24.25,25.75,26.50,25.25,23.75,24.00,25.25,24.50,24.75,25.75,27.50,25.75,24.25,24.00,24.75","24.75,26.25,26.75,27.25,26.00,24.50,24.00,24.50,24.75,25.00,26.50,26.00,24.75,23.75,24.00,24.25","24.75,24.75,24.75,25.75,25.00,24.75,24.00,24.00,24.75,25.00,25.00,24.50,24.25,24.75,24.25,23.50",1
1,29,"24.50,24.50,24.75,24.25,24.25,24.00,25.00,24.50,25.75,25.25,24.50,25.00,25.00,24.50,24.25,25.00","25.00,24.25,25.00,26.75,25.50,23.75,24.75,25.25,24.75,24.75,24.75,26.50,26.75,25.75,24.75,25.00","24.50,24.50,25.25,26.25,26.75,25.00,24.50,24.25,24.50,24.75,24.50,24.00,26.50,24.75,24.50,24.50","24.75,24.50,24.75,24.00,23.75,24.50,23.75,24.00,25.00,24.50,24.75,24.00,24.25,24.75,24.50,24.00",1
0,29,"24.75,24.00,24.50,24.25,24.75,24.25,24.25,23.50,25.75,25.25,24.25,25.00,25.00,24.75,24.25,25.00","25.75,24.25,25.00,26.25,26.75,26.00,24.00,25.25,24.75,25.25,25.50,27.25,27.50,27.25,24.25,25.00","24.50,24.75,25.50,27.25,27.25,27.50,24.25,24.50,24.50,24.50,25.00,26.50,27.00,26.75,24.75,24.50","24.50,25.00,24.50,24.50,28.25,25.75,24.50,24.75,24.75,24.25,24.50,24.50,25.25,25.25,24.50,24.50",1
0,29,"24.00,24.25,24.50,24.00,25.00,23.50,24.25,23.75,25.25,25.25,24.25,25.25,24.50,24.00,23.75,25.00","25.00,24.50,24.50,26.50,26.50,24.75,23.75,24.75,24.25,24.25,24.50,25.25,27.75,24.75,24.00,24.75","24.00,24.50,24.00,24.25,27.00,24.50,24.00,24.25,24.50,24.25,24.50,24.25,23.75,24.00,24.25,24.50","24.50,24.50,24.00,23.75,24.00,24.00,23.50,24.50,24.75,24.25,24.50,23.75,23.75,24.00,24.00,23.75",1
1,29,"24.25,23.75,24.50,23.75,24.50,24.50,24.25,23.75,25.75,25.25,24.00,24.00,24.50,24.50,25.00,24.75","24.75,24.50,24.25,24.75,26.75,26.50,24.25,25.00,24.25,24.25,24.00,23.75,25.50,28.00,24.75,24.75","24.50,24.50,24.25,23.75,24.00,27.75,24.50,24.75,24.50,24.25,24.00,23.75,23.75,24.25,24.00,24.50","24.50,24.50,24.00,23.75,23.25,24.00,24.00,23.75,24.25,24.25,24.50,24.00,23.75,25.00,24.00,23.75",1
0,29,"24.50,24.25,24.50,24.00,24.25,24.25,24.00,23.75,25.50,25.25,24.25,24.50,24.75,24.25,24.25,24.75","24.50,24.75,24.50,25.75,27.00,25.00,24.25,25.50,24.75,24.50,24.75,26.50,27.00,26.00,24.00,25.00","24.25,24.50,24.50,26.00,27.25,25.00,24.00,24.25,24.50,24.50,24.25,24.25,27.00,24.00,24.50,24.25","24.50,25.75,24.00,23.75,24.50,24.25,23.75,23.50,24.75,24.75,24.00,24.50,24.25,25.00,24.25,24.00",1
0,29,"24.50,23.75,24.25,24.00,24.50,24.50,25.00,24.00,25.50,25.25,24.50,24.75,24.75,24.00,24.75,25.50","24.50,24.25,24.25,25.75,26.25,24.00,24.75,25.25,24.50,24.25,24.50,26.75,26.50,26.00,24.75,24.50","24.25,24.50,24.25,25.25,27.00,24.75,23.75,24.50,24.00,24.50,24.25,24.25,26.00,24.50,24.00,24.50","24.25,24.50,24.25,24.00,23.75,24.50,24.25,23.75,24.75,23.75,24.50,24.25,24.00,24.25,24.25,24.00",1
1,29,"24.50,24.25,24.50,24.00,24.25,24.00,25.00,24.50,26.00,26.25,24.50,24.25,24.00,24.75,26.00,26.00","25.00,24.75,24.75,24.00,24.00,24.50,27.00,25.75,24.25,25.00,24.75,24.50,24.00,24.25,26.00,25.00","24.75,24.50,24.25,24.00,24.50,24.25,24.00,25.00,24.50,24.25,24.50,23.75,24.25,24.25,24.50,25.00","24.75,25.00,24.25,24.00,24.00,24.50,23.50,24.25,24.75,24.75,25.00,24.75,24.25,24.50,24.25,24.00",1
0,29,"24.50,24.50,24.75,24.50,24.25,24.75,24.00,23.75,26.25,25.75,25.00,25.25,24.50,25.00,25.00,25.25","25.50,25.75,26.25,26.25,26.75,27.00,25.25,24.75,24.75,24.50,24.50,24.25,24.75,28.25,24.75,24.50","24.50,24.50,24.25,24.25,24.25,26.50,24.75,24.25,24.50,24.75,24.00,24.00,23.75,24.00,24.50,24.25","25.00,24.75,24.25,23.50,23.75,24.00,23.50,23.50,24.50,24.50,24.50,24.00,24.00,24.50,24.25,24.50",1
0,29,"24.50,24.50,24.50,24.25,24.25,24.75,24.50,24.50,26.00,25.50,24.25,23.50,25.00,25.25,25.25,25.75","24.75,24.50,24.50,24.75,25.75,27.00,26.50,25.75,24.00,24.25,24.00,24.50,26.25,27.00,24.50,24.75","24.50,24.25,24.00,24.25,24.75,25.25,24.00,24.50,24.75,24.50,24.25,23.75,23.50,24.25,24.25,24.75","24.25,24.75,24.00,24.00,23.50,24.00,24.00,24.00,24.75,24.25,24.25,24.00,24.50,24.50,23.75,24.25",1
0,29,"24.75,24.25,24.25,23.75,24.25,24.25,24.50,24.50,25.25,25.00,23.75,24.00,24.75,24.75,24.50,24.75","24.50,24.25,24.00,23.50,26.25,27.25,25.25,25.00,24.25,24.00,24.00,23.75,25.50,27.75,24.25,24.75","24.50,24.25,23.75,23.75,24.50,25.50,23.75,24.50,24.25,23.75,24.25,23.50,23.50,23.75,24.25,24.75","24.50,24.50,23.50,23.50,23.25,24.00,24.25,23.75,24.25,24.25,24.25,24.00,24.00,24.25,24.25,24.00",1
0,29,"24.50,23.75,23.75,24.00,24.25,24.25,24.75,23.75,25.25,25.25,24.25,23.75,24.50,24.50,24.50,25.25","24.50,24.00,24.00,24.00,26.00,26.75,25.75,25.50,24.00,24.25,24.50,24.00,24.75,28.00,24.75,24.75","24.25,24.50,24.25,23.75,24.00,26.00,24.50,24.50,24.75,24.25,23.75,24.00,23.75,24.00,24.25,24.75","24.75,24.50,23.75,24.00,23.50,24.25,24.00,23.75,24.25,24.50,25.00,23.75,23.75,24.50,24.25,24.25",1
0,29,"24.50,24.00,24.25,24.00,24.50,24.25,25.00,24.25,25.75,25.50,24.00,24.00,24.00,25.00,25.75,25.50","25.25,24.50,24.00,24.25,24.00,27.00,27.25,25.75,24.00,24.50,24.00,23.75,24.00,25.00,26.75,25.50","24.00,24.75,24.25,24.00,23.75,24.50,24.50,24.50,24.50,24.75,24.25,24.00,24.00,24.00,24.00,24.25","24.25,24.75,24.00,24.00,23.75,24.00,23.50,24.00,25.00,24.75,24.50,23.50,23.75,24.25,24.50,23.50",1
0,29,"24.50,24.50,24.50,23.50,24.50,24.50,24.25,24.00,26.25,25.50,24.25,23.75,24.25,24.75,24.75,25.00","25.25,24.50,24.25,24.00,25.50,26.00,26.25,24.75,24.75,24.50,24.00,23.50,25.50,26.00,24.50,24.50","24.25,24.25,24.00,24.00,24.00,25.25,24.50,24.50,24.50,24.50,23.75,23.50,23.50,24.00,24.00,24.25","24.25,25.25,23.75,23.75,23.75,24.00,23.50,23.50,24.50,24.25,24.75,24.25,24.00,24.25,24.00,23.50",1
0,29,"24.25,24.25,24.00,24.25,24.25,24.25,24.50,24.50,25.75,25.75,24.25,23.75,24.00,25.00,24.75,25.25","25.00,24.75,24.25,23.75,25.00,26.50,25.75,25.25,24.75,24.75,24.25,24.25,23.75,26.50,25.00,25.00","24.50,24.50,24.00,24.25,23.75,24.00,24.25,24.75,24.75,24.75,24.25,23.50,23.75,23.75,24.00,24.50","24.50,24.75,23.75,24.00,23.75,24.25,23.75,23.75,25.00,24.00,24.50,24.00,24.00,24.50,24.00,23.75",1
0,29,"24.50,24.50,24.50,23.75,24.25,25.00,24.25,24.25,26.00,25.25,23.75,23.75,24.25,25.00,25.50,25.50","25.00,24.50,24.25,24.00,24.25,26.75,26.75,25.25,24.50,24.25,24.25,24.00,24.00,25.75,26.25,25.25","24.00,24.50,24.25,24.00,23.75,24.50,24.50,25.25,24.50,24.75,24.25,23.50,23.75,24.50,24.00,24.50","24.00,24.75,24.00,24.00,23.75,24.00,24.50,24.50,24.75,24.25,24.25,24.25,23.75,25.00,24.00,24.00",1
0,29,"24.75,24.75,24.50,24.00,24.75,24.50,24.25,24.00,25.50,25.50,24.00,24.75,24.25,24.00,24.00,24.50","24.75,25.00,24.50,26.25,27.25,25.75,24.25,24.75,24.25,24.25,24.25,24.75,26.75,26.50,24.00,25.25","24.25,24.25,24.25,23.75,24.75,24.50,23.75,25.00,24.00,24.50,24.25,24.00,23.50,24.00,23.50,24.75","24.25,24.50,23.75,23.75,24.00,24.00,23.50,23.75,24.75,25.00,24.25,23.75,23.75,24.25,24.25,24.00",1
0,26,"25.00,24.50,24.50,24.50,25.00,24.25,24.25,24.00,24.25,24.75,24.25,24.75,25.00,25.00,25.25,25.25","25.25,25.00,24.75,25.50,26.75,25.75,26.00,26.00,24.75,25.25,24.75,25.25,26.75,25.00,25.50,25.50","24.75,24.75,24.75,24.75,25.00,25.50,25.25,25.25,25.25,25.50,25.00,24.75,25.00,25.50,25.25,25.50","25.00,25.25,24.75,25.25,24.75,25.75,24.75,25.25,25.25,25.25,25.00,25.50,25.00,25.00,25.50,25.00",1
0,27,"24.50,24.25,24.75,24.25,24.00,24.50,24.75,24.25,24.50,24.25,24.25,24.25,24.50,25.00,24.25,25.00","25.25,24.25,25.25,25.50,26.75,25.25,25.75,26.50,24.75,24.75,25.00,25.25,26.75,25.00,25.50,25.00","25.00,24.50,24.50,25.00,25.25,24.75,25.50,25.00,25.25,24.75,24.75,25.25,24.00,25.00,25.00,25.00","25.25,25.25,24.50,25.25,24.50,25.25,24.75,25.25,24.75,24.50,25.50,25.25,25.00,25.25,25.00,24.25",1
1,27,"24.50,24.25,24.25,24.50,24.50,24.25,24.25,24.25,24.25,24.50,24.00,24.50,24.50,24.25,24.50,24.75","24.75,24.25,24.50,25.75,26.00,25.00,24.75,26.00,24.50,24.75,24.50,26.00,26.25,24.50,24.25,25.25","24.25,24.75,24.25,24.50,25.00,24.50,24.25,25.00,25.00,24.75,24.50,24.50,24.25,24.75,25.25,24.75","25.00,25.00,24.50,24.75,24.75,24.75,24.00,26.00,25.25,25.00,25.50,24.50,24.75,24.50,24.50,26.75",1
0,27,"24.75,24.00,24.25,23.75,24.00,23.75,24.25,23.50,23.75,24.25,23.75,24.50,24.00,25.00,24.50,25.50","24.50,24.50,25.75,26.00,25.50,24.50,24.75,25.75,24.75,24.75,26.25,26.25,24.75,24.75,24.75,25.00","24.00,24.25,25.50,24.75,24.25,24.50,24.50,24.75,24.75,24.25,24.00,24.25,24.25,24.25,24.50,24.50","24.25,25.00,24.25,24.75,24.25,25.00,24.25,24.25,24.75,24.25,25.50,24.25,24.25,25.25,25.00,24.25",1
0,27,"24.50,23.50,24.25,24.25,24.50,24.50,24.75,24.00,23.75,24.25,24.25,24.50,24.25,24.00,24.75,25.25","24.75,24.50,26.25,26.00,25.75,25.00,24.50,26.00,24.25,25.00,27.25,25.25,26.00,24.25,24.50,25.50","24.50,24.50,25.75,24.50,24.50,24.50,24.00,25.00,24.75,24.50,24.25,24.50,24.00,24.25,24.50,24.50","24.00,24.75,24.75,24.75,24.50,24.75,24.25,24.50,24.50,24.50,24.75,25.00,24.50,25.25,24.25,24.00",1
0,27,"24.50,24.00,24.50,24.50,24.00,24.50,24.50,23.75,24.00,24.25,24.50,24.50,25.00,24.50,24.50,24.75","24.75,24.50,26.50,25.75,26.25,24.50,24.50,25.25,24.50,25.25,27.25,25.50,26.50,24.75,24.50,25.25","23.75,24.50,25.75,24.50,24.50,24.50,24.50,24.75,24.75,24.25,24.25,24.50,24.75,24.50,24.75,25.00","24.75,25.00,24.50,25.00,24.25,24.75,24.00,24.75,25.00,24.00,25.50,25.00,25.25,25.00,24.50,24.25",1
0,29,"24.50,23.75,24.00,24.00,23.75,23.50,24.50,24.00,24.00,23.75,23.75,23.75,24.25,24.00,23.50,24.50","24.25,24.00,25.50,25.50,25.75,24.25,24.00,25.00,24.00,24.50,26.25,25.25,25.75,24.00,24.00,24.75","24.75,23.75,24.50,24.75,24.00,23.75,24.25,24.50,24.25,24.00,24.50,24.25,24.00,23.50,24.00,24.50","23.75,24.00,24.00,23.25,24.25,24.50,23.75,23.50,23.75,24.00,24.75,24.25,23.75,24.50,24.25,24.25",1
